msn;reg;hex_code;deliv;exit;type_text;type_code;airline;airline_country;airline_type;operator;operator_country;MTOW;MZFW;MZFW_Range;MZFW_Payload;MZFW_Fuel;MFW;MFW_Range;MFW_Payload;MFM_Fuel;OEW;OEW_Range;OEW_Payload;OEW_Fuel;Volume;Category;v_max;k_m;contact;num_last_flights;a_margin;b_margin;c_margin;d_margin;current_location_lat;current_location_long;virtual_base_lat;virtual_base_long;acmi_h;charter_focus;fuel_price_kg;co2_price_kg
46091;OB-2158-P;;2021-03-01 00:00:00;;McDonnell Douglas DC-8-73 (CF);DC87;Skybus Jet Cargo;Peru;Cargo;Skybus Jet Cargo;Peru;161027.0;118389.0;5648.0;48827.0;42638.0;87567.0;11612.0;18005.0;73460.0;69562.0;13427.0;0.0;73460.0;295.0;7.0;856.5755523267087;242.211869495083;https://www.skybusaircargo.com;30;400.0;5.0;-0.9;25.0;33.2998696666667;-104.529397638889;18.876647611139443;-83.31065047400854;4240.174046496356;1;0.65461;0.10112
46125;N805SJ;;2018-09-01 00:00:00;;McDonnell Douglas DC-8-73 (CF);DC87;Skybus Jet Cargo;Peru;Cargo;Skybus Jet Cargo;Peru;161027.0;118389.0;5648.0;48827.0;42638.0;87567.0;11612.0;18005.0;73460.0;69562.0;13427.0;0.0;73460.0;295.0;7.0;856.5755523267087;242.211869495083;https://www.skybusaircargo.com;30;400.0;5.0;-0.9;25.0;40.8752247222222;-74.2813502777778;18.273659058736587;-79.45159829460081;4240.174046496356;1;0.65461;0.10112
13428831;UR-CPS;;2017-12-14 00:00:00;;Ilyushin IL-76TD;IL76;ZetAvia;Ukraine;Cargo;ZetAvia;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://www.zetavia.net;30;400.0;5.0;-0.9;25.0;29.2267666666667;47.9799527777778;28.458323442251768;45.33799640072409;4657.645904783914;1;0.65461;0.10112
43449468;UP-I7649;;2018-03-26 00:00:00;;Ilyushin IL-76TD;IL76;Kaz Air Trans;Kazakhstan;Cargo;Kaz Air Trans;Kazakhstan;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://en.wikipedia.org/wiki/Kaz_Air_Trans;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
63471147;EX-76005;;2021-01-14 00:00:00;;Ilyushin IL-76TD;IL76;Sapsan Airline;Kazakhstan;Cargo;Sapsan Airline;Kazakhstan;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
83490693;UR-ZAR;;2021-01-07 00:00:00;;Ilyushin IL-76TD;IL76;ZetAvia;Ukraine;Cargo;ZetAvia;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://www.zetavia.net;30;400.0;5.0;-0.9;25.0;24.2616996765;55.6091995239;18.275609728180136;54.72820774161507;4657.645904783914;1;0.65461;0.10112
93498974;UR-FSE;;2021-04-28 00:00:00;;Ilyushin IL-76TD;IL76;Fly Sky Airlines;Ukraine;Cargo;Fly Sky Airlines;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;http://www.flysky.co;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
93499982;4K-AZ60;;2011-02-14 00:00:00;;Ilyushin IL-76TD;IL76;Silk Way Airlines;Azerbaijan;Cargo;Silk Way Airlines;Azerbaijan;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://silkwayairlines.com;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
1003499997;UR-CIB;;2016-02-11 00:00:00;;Ilyushin IL-76TD;IL76;ZetAvia;Ukraine;Cargo;ZetAvia;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://www.zetavia.net;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
1013409295;UR-CTO;;2020-06-15 00:00:00;;Ilyushin IL-76TD;IL76;ZetAvia;Ukraine;Cargo;ZetAvia;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://www.zetavia.net;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
1023410360;UR-BXQ;;2008-02-11 00:00:00;;Ilyushin IL-76TD;IL76;Maximus Air Cargo;UAE;Cargo;Maximus Air Cargo;UAE;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://www.maximus-air.com;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
1023412395;UR-CIF;;2011-12-09 00:00:00;;Ilyushin IL-76TD;IL76;ZetAvia;Ukraine;Cargo;ZetAvia;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://www.zetavia.net;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
1023412399;UR-FSC;;2020-11-04 00:00:00;;Ilyushin IL-76TD;IL76;Fly Sky Airlines;Ukraine;Cargo;Fly Sky Airlines;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;http://www.flysky.co;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
1033411368;UR-FSD;;2020-06-18 00:00:00;;Ilyushin IL-76TD;IL76;Fly Sky Airlines;Ukraine;Cargo;Fly Sky Airlines;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;http://www.flysky.co;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
1033416515;UR-CIG;;2016-04-26 00:00:00;;Ilyushin IL-76TD;IL76;ZetAvia;Ukraine;Cargo;ZetAvia;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://www.zetavia.net;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
1033418596;EX-76003;;2020-06-18 00:00:00;;Ilyushin IL-76TD;IL76;Fly Sky Airlines;Ukraine;Cargo;Fly Sky Airlines;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;http://www.flysky.co;30;400.0;5.0;-0.9;25.0;24.4330005646;54.6511001587;32.47103310437455;52.55519074826121;4657.645904783914;1;0.65461;0.10112
1033418600;UR-CTU;;2021-02-09 00:00:00;;Ilyushin IL-76TD;IL76;ZetAvia;Ukraine;Cargo;ZetAvia;Ukraine;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://www.zetavia.net;30;400.0;5.0;-0.9;25.0;29.6116008759;35.0181007385;29.346314219147512;46.16940351338296;4657.645904783914;1;0.65461;0.10112
1033418609;EZ-F426;;1995-05-26 00:00:00;;Ilyushin IL-76TD;IL76;Turkmenistan Airlines;Turkmenistan;Cargo;Turkmenistan Airlines;Turkmenistan;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://turkmenistanairlines.tm/en;30;400.0;5.0;-0.9;25.0;;;;;4657.645904783914;1;0.65461;0.10112
1043418620;EZ-F427;;1995-06-08 00:00:00;;Ilyushin IL-76TD;IL76;Turkmenistan Airlines;Turkmenistan;Cargo;Turkmenistan Airlines;Turkmenistan;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://turkmenistanairlines.tm/en;30;400.0;5.0;-0.9;25.0;25.2527999878;55.3643989563;36.82662306868978;54.695774591728785;4657.645904783914;1;0.65461;0.10112
1043418624;EZ-F428;;1995-06-10 00:00:00;;Ilyushin IL-76TD;IL76;Turkmenistan Airlines;Turkmenistan;Cargo;Turkmenistan Airlines;Turkmenistan;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://turkmenistanairlines.tm/en;30;400.0;5.0;-0.9;25.0;37.9868011475;58.361000061;42.95748704314597;49.522070023518516;4657.645904783914;1;0.65461;0.10112
1043419632;4K-AZ40;;2004-02-27 00:00:00;;Ilyushin IL-76TD;IL76;Silk Way Airlines;Azerbaijan;Cargo;Silk Way Airlines;Azerbaijan;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://silkwayairlines.com;30;400.0;5.0;-0.9;25.0;40.4674987793;50.0466995239;39.20895151977725;44.98122546238475;4657.645904783914;1;0.65461;0.10112
1093420673;4K-AZ41;;2004-04-09 00:00:00;;Ilyushin IL-76TD;IL76;Silk Way Airlines;Azerbaijan;Cargo;Silk Way Airlines;Azerbaijan;190000.0;138000.0;3400.0;50000.0;52000.0;100000.0;7550.0;12000.0;90000.0;88000.0;9400.0;0.0;90000.0;180.0;7.0;683.1718004716571;372.8114799938986;https://silkwayairlines.com;30;400.0;5.0;-0.9;25.0;40.4674987793;50.0466995239;31.25337333770847;10.045824035556837;4657.645904783914;1;0.65461;0.10112
2073421708;4K-AZ100;;2007-05-11 00:00:00;;Ilyushin IL-76TD-90VD;IL76;Silk Way Airlines;Azerbaijan;Cargo;Silk Way Airlines;Azerbaijan;195000.0;142500.0;4000.0;50000.0;52500.0;105000.0;7800.0;12500.0;90000.0;92500.0;10200.0;0.0;90000.0;180.0;7.0;659.3310494193071;172.2230917354615;https://silkwayairlines.com;30;400.0;5.0;-0.9;25.0;35.7647018433;140.3860015869;42.55119191852723;30.08581667752403;4726.821989173802;1;0.65461;0.10112
2073421716;4K-AZ101;;2008-07-11 00:00:00;;Ilyushin IL-76TD-90VD;IL76;Silk Way Airlines;Azerbaijan;Cargo;Silk Way Airlines;Azerbaijan;195000.0;142500.0;4000.0;50000.0;52500.0;105000.0;7800.0;12500.0;90000.0;92500.0;10200.0;0.0;90000.0;180.0;7.0;659.3310494193071;172.2230917354615;https://silkwayairlines.com;30;400.0;5.0;-0.9;25.0;51.4323997498;12.2416000366;27.121849604041874;5.947554297274464;4726.821989173802;1;0.65461;0.10112
22222;OY-RLB;;2023-05-16 00:00:00;;Boeing 767-200 (BDSF);B762;Maersk Air Cargo;Denmark;Cargo;Maersk Air Cargo;Denmark;159200.0;120657.0;5407.0;45815.0;38543.0;110748.0;7408.0;35906.0;48452.0;74842.0;9723.0;0.0;48452.0;370.0;7.0;820.9550724908803;234.0035329333613;;30;400.0;5.0;-0.9;25.0;;;;;4212.801581579444;1;0.65461;0.10112
600;SU-GCE;;2004-06-21 00:00:00;;Airbus A330-200F;A332;EgyptAir Cargo;Egypt;Cargo;EgyptAir Cargo;Egypt;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://en.wikipedia.org/wiki/Egyptair_Cargo;30;500.0;6.0;-1.1;45.0;30.1219005585;31.4055995941;37.740845827124026;33.83162122716044;5229.433088100406;1;0.65461;0.10112
610;SU-GCF;;2004-07-27 00:00:00;;Airbus A330-200F;A332;EgyptAir Cargo;Egypt;Cargo;EgyptAir Cargo;Egypt;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://en.wikipedia.org/wiki/Egyptair_Cargo;30;500.0;6.0;-1.1;45.0;41.275333;28.752;34.93860138157182;36.301828916992235;5229.433088100406;1;0.65461;0.10112
709;SU-GCJ;;2005-12-14 00:00:00;;Airbus A330-200F;A332;EgyptAir Cargo;Egypt;Cargo;EgyptAir Cargo;Egypt;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://en.wikipedia.org/wiki/Egyptair_Cargo;30;500.0;6.0;-1.1;45.0;30.1219005585;31.4055995941;33.71251451326018;50.00566325325433;5229.433088100406;1;0.65461;0.10112
810;EZ-F429;;2023-03-17 00:00:00;;Airbus A330-200F;A332;Turkmenistan Airlines;Turkmenistan;Cargo;Turkmenistan Airlines;Turkmenistan;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://turkmenistanairlines.tm/en;30;500.0;6.0;-1.1;45.0;37.9868011475;58.361000061;41.26746993156163;54.29374389124722;5229.433088100406;1;0.65461;0.10112
815;EZ-F430;;2023-04-26 00:00:00;;Airbus A330-200F;A332;Turkmenistan Airlines;Turkmenistan;Cargo;Turkmenistan Airlines;Turkmenistan;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://turkmenistanairlines.tm/en;30;500.0;6.0;-1.1;45.0;37.9868011475;58.361000061;43.70893308555466;49.11853433940132;5229.433088100406;1;0.65461;0.10112
832;OE-LAL;;2022-11-29 00:00:00;;Airbus A330-200F;A332;Hongyuan Group ;China;Cargo;Air Belgium;Belgium;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.airbelgium.com/en/air-belgium-cargo/;30;500.0;6.0;-1.1;45.0;50.9014015198;4.4844398499;51.86121793492604;68.20669717378478;5229.433088100406;1;0.65461;0.10112
854;EI-MAA;;2022-03-02 00:00:00;;Airbus A330-200F;A332;MAS Air Cargo;Mexico;Cargo;MAS Air Cargo;Mexico;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.masair.com;30;500.0;6.0;-1.1;45.0;34.5196990967;113.841003418;49.54707934197444;-117.59605809004101;5229.433088100406;1;0.65461;0.10112
868;EI-MYY;;2022-01-27 00:00:00;;Airbus A330-200F;A332;MAS Air Cargo;Mexico;Cargo;MAS Air Cargo;Mexico;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.masair.com;30;500.0;6.0;-1.1;45.0;-23.0074005127;-47.1344985962;4.3473170415132;-77.83520915972373;5229.433088100406;1;0.65461;0.10112
1004;TC-JDO;;2010-09-29 00:00:00;;Airbus A330-200F;A332;Turkish Cargo;Turkey;Cargo;Turkish Cargo;Turkey;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.turkishcargo.com.tr/en;30;500.0;6.0;-1.1;45.0;41.275333;28.752;41.95320422478449;63.27339974299095;5229.433088100406;1;0.65461;0.10112
1032;B-LDS;;2021-01-06 00:00:00;;Airbus A330-200F;A332;DHL;Germany;Cargo;Air Hong Kong;Hong Kong;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.airhongkong.com.hk;30;500.0;6.0;-1.1;45.0;13.6810998917;100.7470016479;19.42647684455128;110.96396588604942;5229.433088100406;1;0.65461;0.10112
1051;B-LNZ;;2010-09-04 00:00:00;;Airbus A330-200F;A332;Hong Kong Air Cargo;Hong Kong;Cargo;Hong Kong Air Cargo;Hong Kong;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.hkaircargo.com;30;500.0;6.0;-1.1;45.0;22.3089008331;113.915000916;25.299588302659444;104.73427517306273;5229.433088100406;1;0.65461;0.10112
1062;B-LNY;;2010-11-04 00:00:00;;Airbus A330-200F;A332;Hong Kong Air Cargo;Hong Kong;Cargo;Hong Kong Air Cargo;Hong Kong;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.hkaircargo.com;30;500.0;6.0;-1.1;45.0;43.3521003723;77.0404968262;18.00887894827977;115.33227875568778;5229.433088100406;1;0.65461;0.10112
1070;D-ALMD;;2018-09-07 00:00:00;;Airbus A330-200F;A332;DHL;Germany;Cargo;European Air Transport;Germany;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.dhl.com/ua-en/home/our-divisions/global-forwarding/air-freight.html;30;500.0;6.0;-1.1;45.0;28.5664997101;77.1031036377;51.83648131316954;51.95977185725045;5229.433088100406;1;0.65461;0.10112
1092;TC-JDP;;2011-06-22 00:00:00;;Airbus A330-200F;A332;Turkish Cargo;Turkey;Cargo;Turkish Cargo;Turkey;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.turkishcargo.com.tr/en;30;500.0;6.0;-1.1;45.0;40.9768981934;28.8145999908;33.93562752211656;26.213504112583045;5229.433088100406;1;0.65461;0.10112
1115;B-LNX;;2011-07-13 00:00:00;;Airbus A330-200F;A332;Hong Kong Air Cargo;Hong Kong;Cargo;Hong Kong Air Cargo;Hong Kong;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.hkaircargo.com;30;500.0;6.0;-1.1;45.0;23.843347;90.397783;23.551103156979146;108.53266975582974;5229.433088100406;1;0.65461;0.10112
1136;9M-MUA;;2011-09-14 00:00:00;;Airbus A330-200F;A332;MASkargo;Malaysia;Cargo;Malaysia Airlines;Malaysia;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.maskargo.com;30;500.0;6.0;-1.1;45.0;24.8966666667;55.1613888889;9.506084760688683;105.34248114251058;5229.433088100406;1;0.65461;0.10112
1148;9M-MUB;;2011-11-14 00:00:00;;Airbus A330-200F;A332;MASkargo;Malaysia;Cargo;Malaysia Airlines;Malaysia;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.maskargo.com;30;500.0;6.0;-1.1;45.0;2.745579958;101.7099990845;15.625043613320585;101.28876678187474;5229.433088100406;1;0.65461;0.10112
1164;TC-JOO;;2018-10-03 00:00:00;;Airbus A330-200F;A332;Turkish Cargo;Turkey;Cargo;Turkish Cargo;Turkey;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.turkishcargo.com.tr/en;30;500.0;6.0;-1.1;45.0;41.275333;28.752;37.05855152180001;39.840633180186025;5229.433088100406;1;0.65461;0.10112
1175;B-LNV;;2014-02-26 00:00:00;;Airbus A330-200F;A332;Hong Kong Air Cargo;Hong Kong;Cargo;Hong Kong Air Cargo;Hong Kong;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.hkaircargo.com;30;500.0;6.0;-1.1;45.0;22.3089008331;113.915000916;27.332030820378552;104.38753214339974;5229.433088100406;1;0.65461;0.10112
1180;9M-MUD;;2012-04-12 00:00:00;;Airbus A330-200F;A332;MASkargo;Malaysia;Cargo;Malaysia Airlines;Malaysia;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.maskargo.com;30;500.0;6.0;-1.1;45.0;2.745579958;101.7099990845;20.581537784464228;88.19646193529972;5229.433088100406;1;0.65461;0.10112
1320;B-LNW;;2012-06-22 00:00:00;;Airbus A330-200F;A332;Hong Kong Air Cargo;Hong Kong;Cargo;Hong Kong Air Cargo;Hong Kong;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.hkaircargo.com;30;500.0;6.0;-1.1;45.0;21.221200943;105.8069992065;30.322678884797007;101.1492560671753;5229.433088100406;1;0.65461;0.10112
1332;TC-MCZ;;2012-08-29 00:00:00;;Airbus A330-200F;A332;MNG Airlines;Turkey;Cargo;MNG Airlines;Turkey;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.mngairlines.com;30;500.0;6.0;-1.1;45.0;31.7226009369;35.9931983948;41.10635975573765;48.60020903898076;5229.433088100406;1;0.65461;0.10112
1344;TC-JDR;;2012-10-10 00:00:00;;Airbus A330-200F;A332;Turkish Cargo;Turkey;Cargo;Turkish Cargo;Turkey;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.turkishcargo.com.tr/en;30;500.0;6.0;-1.1;45.0;43.3521003723;77.0404968262;47.0069912141796;59.41111077607742;5229.433088100406;1;0.65461;0.10112
1350;B-308L;;2019-07-12 00:00:00;;Airbus A330-200F;A332;Sichuan Airlines;China;Cargo;Sichuan Airlines;China;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;http://global.sichuanair.com/www/?country=US-EN#/home;30;500.0;6.0;-1.1;45.0;28.5664997101;77.1031036377;29.0926770544994;88.18021579466375;5229.433088100406;1;0.65461;0.10112
1368;N330QT;;2012-12-19 00:00:00;;Airbus A330-200F;A332;Avianca Cargo;Colombia;Cargo;Avianca Cargo;Colombia;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.aviancacargo.com//index.aspx;30;500.0;6.0;-1.1;45.0;25.7953611111111;-80.2901158333333;3.080568815099728;-72.4789520885147;5229.433088100406;1;0.65461;0.10112
1380;N331QT;;2013-03-22 00:00:00;;Airbus A330-200F;A332;Avianca Cargo;Colombia;Cargo;Avianca Cargo;Colombia;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.aviancacargo.com//index.aspx;30;500.0;6.0;-1.1;45.0;4.70159;-74.1469;5.026851282136809;-73.33379088043561;5229.433088100406;1;0.65461;0.10112
1386;B-308P;;2019-07-13 00:00:00;;Airbus A330-200F;A332;Sichuan Airlines;China;Cargo;Sichuan Airlines;China;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;http://global.sichuanair.com/www/?country=US-EN#/home;30;500.0;6.0;-1.1;45.0;30.29;104.443333;33.20593425858012;84.99270701116558;5229.433088100406;1;0.65461;0.10112
1414;B-LDP;;2020-03-01 00:00:00;;Airbus A330-200F;A332;DHL;Germany;Cargo;Air Hong Kong;Hong Kong;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.airhongkong.com.hk;30;500.0;6.0;-1.1;45.0;31.1434001923;121.8050003052;20.524497155751014;112.0553263920785;5229.433088100406;1;0.65461;0.10112
1418;TC-JDS;;2013-05-30 00:00:00;;Airbus A330-200F;A332;Turkish Cargo;Turkey;Cargo;Turkish Cargo;Turkey;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.turkishcargo.com.tr/en;30;500.0;6.0;-1.1;45.0;1.3501900434;103.9940032959;40.261644192142235;44.88720537015054;5229.433088100406;1;0.65461;0.10112
1428;N332QT;;2013-07-02 00:00:00;;Airbus A330-200F;A332;Avianca Cargo;Colombia;Cargo;Avianca Cargo;Colombia;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.aviancacargo.com//index.aspx;30;500.0;6.0;-1.1;45.0;6.16454;-75.4231;5.536759107744403;-73.80523686100172;5229.433088100406;1;0.65461;0.10112
1442;TC-JCI;;2013-08-27 00:00:00;;Airbus A330-200F;A332;Turkish Cargo;Turkey;Cargo;Turkish Cargo;Turkey;233000.0;173000.0;5950.0;63600.0;60000.0;154439.0;10649.0;45039.0;78561.0;109400.0;13519.0;0.0;78561.0;460.0;8.0;818.7309869299357;268.5169840200235;https://www.turkishcargo.com.tr/en;30;500.0;6.0;-1.1;45.0;43.3521003723;77.0404968262;39.706623746588114;59.37078163971315;5229.433088100406;1;0.65461;0.10112
